step,line,chars,budget_hit_chars_ge3500,answer_anywhere,answer_last500,garbled,saved_reward,recomputed_reward
29,55,3350,0,0,0,0,0.0,0.0
29,56,3474,0,0,0,0,0.0,0.0
29,57,3321,0,1,1,0,1.0,1.0
29,58,2564,0,1,1,0,1.0,1.0
29,59,3215,0,1,1,0,1.0,1.0
29,60,3069,0,1,1,0,1.0,1.0
29,61,3887,1,0,0,0,0.0,0.0
29,62,3957,1,0,0,0,0.0,0.0
29,63,4045,1,0,0,0,0.0,0.0
29,64,3950,1,0,0,0,0.0,0.0
30,1,2099,0,1,1,0,1.0,1.0
30,2,3129,0,0,0,0,0.0,0.0
30,3,2601,0,1,1,0,1.0,1.0
30,4,2559,0,1,1,0,1.0,1.0
30,5,2918,0,1,1,0,1.0,1.0
30,6,3071,0,1,1,0,1.0,1.0
30,7,3132,0,1,1,0,1.0,1.0
30,8,3196,0,1,0,0,0.0,0.0
30,9,4148,1,0,0,0,0.0,0.0
30,10,3850,1,0,0,0,0.0,0.0
30,11,3962,1,0,0,0,0.0,0.0
30,12,4146,1,0,0,0,0.0,0.0
30,13,3531,1,1,1,0,1.0,1.0
30,14,2931,0,1,1,0,1.0,1.0
30,15,3366,0,1,1,0,1.0,1.0
30,16,3326,0,1,0,0,0.0,0.0
30,17,2374,0,1,1,0,1.0,1.0
30,18,2634,0,1,1,0,1.0,1.0
30,19,1998,0,1,1,0,1.0,1.0
30,20,2749,0,1,1,0,1.0,1.0
30,21,2689,0,0,0,0,0.0,0.0
30,22,2780,0,0,0,0,0.0,0.0
30,23,2825,0,0,0,0,0.0,0.0
30,24,3020,0,0,0,0,0.0,0.0
30,25,3606,1,0,0,0,0.0,0.0
30,26,3545,1,0,0,0,0.0,0.0
30,27,2478,0,1,1,0,1.0,1.0
30,28,3551,1,1,1,0,1.0,1.0
30,29,2921,0,1,1,0,1.0,1.0
30,30,2893,0,1,1,0,1.0,1.0
30,31,2779,0,1,1,0,1.0,1.0
30,32,3419,0,1,0,0,0.0,0.0
30,33,3326,0,1,0,0,0.0,0.0
30,34,3392,0,0,0,0,0.0,0.0
30,35,3427,0,0,0,0,0.0,0.0
30,36,3250,0,1,0,0,0.0,0.0
30,37,3798,1,0,0,0,0.0,0.0
30,38,3960,1,0,0,0,0.0,0.0
30,39,3072,0,0,0,0,0.0,0.0
30,40,3614,1,0,0,0,0.0,0.0
30,41,3619,1,1,1,0,1.0,1.0
30,42,3570,1,0,0,0,0.0,0.0
30,43,3596,1,1,1,0,1.0,1.0
30,44,3586,1,0,0,0,0.0,0.0
30,45,2992,0,1,1,0,1.0,1.0
30,46,3066,0,0,0,0,0.0,0.0
30,47,3261,0,1,0,0,0.0,0.0
30,48,2958,0,1,1,0,1.0,1.0
30,49,3467,0,0,0,0,0.0,0.0
30,50,3255,0,0,0,0,0.0,0.0
30,51,3102,0,0,0,0,0.0,0.0
30,52,3285,0,0,0,0,0.0,0.0
30,53,3870,1,0,0,0,0.0,0.0
30,54,4470,1,0,0,0,0.0,0.0
30,55,4253,1,0,0,0,0.0,0.0
30,56,4329,1,0,0,0,0.0,0.0
30,57,2803,0,0,0,0,0.0,0.0
30,58,2987,0,0,0,0,0.0,0.0
30,59,3026,0,1,1,0,1.0,1.0
30,60,2967,0,0,0,0,0.0,0.0
30,61,2667,0,0,0,0,0.0,0.0
30,62,2984,0,0,0,0,0.0,0.0
30,63,2831,0,0,0,0,0.0,0.0
30,64,2991,0,0,0,0,0.0,0.0
31,1,3972,1,0,0,0,0.0,0.0
31,2,3708,1,0,0,0,0.0,0.0
31,3,3747,1,0,0,0,0.0,0.0
31,4,3632,1,0,0,0,0.0,0.0
31,5,3613,1,0,0,0,0.0,0.0
31,6,3582,1,0,0,0,0.0,0.0
31,7,3579,1,0,0,0,0.0,0.0
31,8,3514,1,0,0,0,0.0,0.0
31,9,3431,0,1,1,0,1.0,1.0
31,10,3259,0,1,0,0,0.0,0.0
31,11,3078,0,1,1,0,1.0,1.0
31,12,2892,0,1,1,0,1.0,1.0
31,13,3597,1,1,1,0,1.0,1.0
31,14,3900,1,0,0,0,0.0,0.0
31,15,3182,0,1,1,0,1.0,1.0
31,16,3887,1,0,0,0,0.0,0.0
31,17,2759,0,1,1,0,1.0,1.0
31,18,3367,0,0,0,0,0.0,0.0
31,19,2521,0,0,0,0,0.0,0.0
31,20,3067,0,0,0,0,0.0,0.0
31,21,2491,0,1,1,0,1.0,1.0
31,22,1960,0,1,1,0,1.0,1.0
31,23,1889,0,1,1,0,1.0,1.0
31,24,2308,0,1,1,0,1.0,1.0
31,25,2623,0,1,1,0,1.0,1.0
31,26,2987,0,1,0,0,0.0,0.0
31,27,2185,0,1,1,0,1.0,1.0
31,28,2821,0,0,0,0,0.0,0.0
31,29,3269,0,0,0,0,0.0,0.0
31,30,3377,0,1,0,0,0.0,0.0
31,31,3307,0,0,0,0,0.0,0.0
31,32,3243,0,1,0,0,0.0,0.0
31,33,2692,0,0,0,0,0.0,0.0
31,34,2654,0,0,0,0,0.0,0.0
31,35,2644,0,0,0,0,0.0,0.0
31,36,2554,0,0,0,0,0.0,0.0
31,37,2277,0,1,1,0,1.0,1.0
31,38,2546,0,1,1,0,1.0,1.0
31,39,2677,0,1,1,0,1.0,1.0
31,40,2107,0,1,1,0,1.0,1.0
31,41,3180,0,0,0,0,0.0,0.0
31,42,3510,1,0,0,0,0.0,0.0
31,43,3455,0,0,0,0,0.0,0.0
31,44,3332,0,0,0,0,0.0,0.0
31,45,1222,0,1,1,0,1.0,1.0
31,46,1147,0,1,1,0,1.0,1.0
31,47,2480,0,1,1,0,1.0,1.0
31,48,1684,0,1,1,0,1.0,1.0
31,49,3808,1,0,0,0,0.0,0.0
31,50,4341,1,0,0,0,0.0,0.0
31,51,3803,1,0,0,0,0.0,0.0
31,52,4420,1,0,0,0,0.0,0.0
31,53,2103,0,1,1,0,1.0,1.0
31,54,2787,0,1,1,0,1.0,1.0
31,55,2745,0,0,0,0,0.0,0.0
31,56,2380,0,1,1,0,1.0,1.0
31,57,3886,1,0,0,0,0.0,0.0
31,58,3583,1,1,0,0,0.0,0.0
31,59,3460,0,1,1,0,1.0,1.0
31,60,3599,1,0,0,0,0.0,0.0
31,61,3503,1,0,0,0,0.0,0.0
31,62,3395,0,0,0,0,0.0,0.0
31,63,3561,1,0,0,0,0.0,0.0
31,64,3096,0,0,0,0,0.0,0.0
32,1,3665,1,0,0,0,0.0,0.0
32,2,3611,1,0,0,0,0.0,0.0
32,3,3800,1,0,0,0,0.0,0.0
32,4,3750,1,0,0,0,0.0,0.0
32,5,3698,1,0,0,0,0.0,0.0
32,6,3504,1,1,0,0,0.0,0.0
32,7,3489,0,1,1,0,1.0,1.0
32,8,3447,0,0,0,0,0.0,0.0
32,9,3629,1,0,0,0,0.0,0.0
32,10,3842,1,0,0,0,0.0,0.0
32,11,3680,1,0,0,0,0.0,0.0
32,12,3668,1,0,0,0,0.0,0.0
32,13,3495,0,0,0,0,0.0,0.0
32,14,3556,1,0,0,0,0.0,0.0
32,15,3503,1,0,0,0,0.0,0.0
32,16,3420,0,0,0,0,0.0,0.0
32,17,2770,0,1,1,0,1.0,1.0
32,18,2942,0,1,1,0,1.0,1.0
32,19,2969,0,1,1,0,1.0,1.0
32,20,3189,0,1,1,0,1.0,1.0
32,21,2599,0,1,1,0,1.0,1.0
32,22,2098,0,1,1,0,1.0,1.0
32,23,3576,1,1,0,0,0.0,0.0
32,24,3569,1,1,0,0,0.0,0.0
32,25,3404,0,1,1,0,1.0,1.0
32,26,2902,0,1,1,0,1.0,1.0
32,27,2511,0,1,1,0,1.0,1.0
32,28,3008,0,1,1,0,1.0,1.0
32,29,3168,0,1,1,0,1.0,1.0
32,30,2366,0,1,1,0,1.0,1.0
32,31,2258,0,1,1,0,1.0,1.0
32,32,2999,0,1,1,0,1.0,1.0
32,33,2876,0,1,0,0,0.0,0.0
32,34,3069,0,1,0,0,0.0,0.0
32,35,2905,0,1,1,0,1.0,1.0
32,36,2956,0,1,1,0,1.0,1.0
32,37,2895,0,0,0,0,0.0,0.0
32,38,2820,0,0,0,0,0.0,0.0
32,39,2772,0,0,0,0,0.0,0.0
32,40,2696,0,0,0,0,0.0,0.0
32,41,3003,0,1,1,0,1.0,1.0
32,42,2901,0,1,1,0,1.0,1.0
32,43,3408,0,1,1,0,1.0,1.0
32,44,2965,0,1,1,0,1.0,1.0
32,45,3805,1,0,0,0,0.0,0.0
32,46,4315,1,0,0,0,0.0,0.0
32,47,4352,1,0,0,0,0.0,0.0
32,48,4106,1,0,0,0,0.0,0.0
32,49,3219,0,1,1,0,1.0,1.0
32,50,3121,0,1,1,0,1.0,1.0
32,51,2881,0,1,1,0,1.0,1.0
32,52,3107,0,1,1,0,1.0,1.0
32,53,3646,1,0,0,0,0.0,0.0
32,54,3702,1,0,0,0,0.0,0.0
32,55,3420,0,0,0,0,0.0,0.0
32,56,3385,0,0,0,0,0.0,0.0
32,57,2897,0,1,1,0,1.0,1.0
32,58,2689,0,1,1,0,1.0,1.0
32,59,2764,0,1,1,0,1.0,1.0
32,60,2501,0,0,0,0,0.0,0.0
32,61,3536,1,0,0,0,0.0,0.0
32,62,3667,1,0,0,0,0.0,0.0
32,63,3638,1,0,0,0,0.0,0.0
32,64,3719,1,0,0,0,0.0,0.0
33,1,2961,0,1,0,0,0.0,0.0
33,2,2946,0,0,0,0,0.0,0.0
33,3,2877,0,1,1,0,1.0,1.0
33,4,3052,0,1,1,0,1.0,1.0
33,5,952,0,1,1,0,1.0,1.0
33,6,1001,0,1,1,0,1.0,1.0
33,7,986,0,1,1,0,1.0,1.0
33,8,1055,0,1,1,0,1.0,1.0
33,9,3706,1,0,0,0,0.0,0.0
33,10,3972,1,0,0,0,0.0,0.0
33,11,3788,1,0,0,0,0.0,0.0
33,12,3942,1,0,0,0,0.0,0.0
33,13,2537,0,0,0,0,0.0,0.0
33,14,2011,0,1,1,0,1.0,1.0
33,15,2748,0,1,1,0,1.0,1.0
33,16,1440,0,1,1,0,1.0,1.0
33,17,2534,0,1,1,0,1.0,1.0
33,18,3061,0,1,1,0,1.0,1.0
33,19,2585,0,1,1,0,1.0,1.0
33,20,3277,0,0,0,0,0.0,0.0
33,21,4143,1,0,0,0,0.0,0.0
33,22,4379,1,0,0,0,0.0,0.0
33,23,4286,1,0,0,0,0.0,0.0
33,24,4003,1,0,0,0,0.0,0.0
33,25,3210,0,1,1,0,1.0,1.0
33,26,3885,1,0,0,0,0.0,0.0
33,27,3273,0,1,1,0,1.0,1.0
33,28,3899,1,0,0,0,0.0,0.0
33,29,3219,0,0,0,0,0.0,0.0
33,30,3102,0,0,0,0,0.0,0.0
33,31,3239,0,0,0,0,0.0,0.0
33,32,3010,0,0,0,0,0.0,0.0
33,33,3116,0,1,0,0,0.0,0.0
33,34,3338,0,1,1,0,1.0,1.0
33,35,3201,0,1,0,0,0.0,0.0
33,36,2543,0,1,1,0,1.0,1.0
33,37,2915,0,1,1,0,1.0,1.0
33,38,2357,0,1,1,0,1.0,1.0
33,39,3398,0,1,1,0,1.0,1.0
33,40,3317,0,1,0,0,0.0,0.0
33,41,3743,1,1,1,0,1.0,1.0
33,42,3563,1,1,1,0,1.0,1.0
33,43,3574,1,0,0,0,0.0,0.0
33,44,3652,1,0,0,0,0.0,0.0
33,45,1101,0,1,1,0,1.0,1.0
33,46,1130,0,1,1,0,1.0,1.0
33,47,1071,0,1,1,0,1.0,1.0
33,48,2316,0,1,1,0,1.0,1.0
33,49,3046,0,0,0,0,0.0,0.0
33,50,2493,0,1,1,0,1.0,1.0
33,51,2441,0,1,1,0,1.0,1.0
33,52,2561,0,1,1,0,1.0,1.0
33,53,3313,0,0,0,0,0.0,0.0
33,54,3436,0,0,0,0,0.0,0.0
33,55,3325,0,0,0,0,0.0,0.0
33,56,3404,0,0,0,0,0.0,0.0
33,57,3556,1,0,0,0,0.0,0.0
33,58,3468,0,0,0,0,0.0,0.0
33,59,3400,0,0,0,0,0.0,0.0
33,60,3528,1,0,0,0,0.0,0.0
33,61,1877,0,1,1,0,1.0,1.0
33,62,1711,0,1,1,0,1.0,1.0
33,63,1919,0,1,1,0,1.0,1.0
33,64,1094,0,1,1,0,1.0,1.0
34,1,2927,0,0,0,0,0.0,0.0
34,2,3007,0,1,0,0,0.0,0.0
34,3,3115,0,0,0,0,0.0,0.0
34,4,2965,0,0,0,0,0.0,0.0
34,5,2926,0,0,0,0,0.0,0.0
34,6,3052,0,0,0,0,0.0,0.0
34,7,3014,0,0,0,0,0.0,0.0
34,8,2888,0,0,0,0,0.0,0.0
34,9,3658,1,1,1,0,1.0,1.0
34,10,3223,0,1,1,0,1.0,1.0
34,11,2046,0,1,1,0,1.0,1.0
34,12,2613,0,1,1,0,1.0,1.0
34,13,3317,0,0,0,0,0.0,0.0
34,14,3444,0,0,0,0,0.0,0.0
34,15,3616,1,0,0,0,0.0,0.0
34,16,3562,1,0,0,0,0.0,0.0
34,17,3852,1,0,0,0,0.0,0.0
34,18,1921,0,1,1,0,1.0,1.0
34,19,4116,1,0,0,0,0.0,0.0
34,20,2032,0,1,1,0,1.0,1.0
34,21,3261,0,1,1,0,1.0,1.0
34,22,3581,1,1,1,0,1.0,1.0
34,23,3395,0,1,1,0,1.0,1.0
34,24,3471,0,1,1,0,1.0,1.0
34,25,2604,0,1,1,0,1.0,1.0
34,26,1666,0,1,1,0,1.0,1.0
34,27,2318,0,1,1,0,1.0,1.0
34,28,1123,0,1,1,0,1.0,1.0
34,29,3517,1,1,1,0,1.0,1.0
34,30,2614,0,1,1,0,1.0,1.0
34,31,3660,1,1,1,0,1.0,1.0
34,32,3495,0,1,1,0,1.0,1.0
34,33,2353,0,1,1,0,0.0,0.0
34,34,2314,0,1,1,0,0.0,0.0
34,35,4230,1,0,0,0,0.0,0.0
34,36,4308,1,0,0,0,0.0,0.0
34,37,3675,1,0,0,0,0.0,0.0
34,38,3644,1,0,0,0,0.0,0.0
34,39,3833,1,0,0,0,0.0,0.0
34,40,3631,1,0,0,0,0.0,0.0
34,41,2035,0,1,1,0,1.0,1.0
34,42,1682,0,1,1,0,1.0,1.0
34,43,1796,0,1,1,0,1.0,1.0
34,44,2686,0,1,1,0,1.0,1.0
34,45,3982,1,0,0,0,0.0,0.0
34,46,4071,1,0,0,0,0.0,0.0
34,47,3976,1,0,0,0,0.0,0.0
34,48,3957,1,0,0,0,0.0,0.0
34,49,3027,0,0,0,0,0.0,0.0
34,50,3076,0,0,0,0,0.0,0.0
34,51,3297,0,1,0,0,0.0,0.0
34,52,3525,1,0,0,0,0.0,0.0
34,53,3173,0,1,1,0,1.0,1.0
34,54,2952,0,1,1,0,1.0,1.0
34,55,3121,0,0,0,0,0.0,0.0
34,56,3134,0,0,0,0,0.0,0.0
34,57,3365,0,0,0,0,0.0,0.0
34,58,3222,0,1,0,0,0.0,0.0
34,59,3380,0,1,0,0,0.0,0.0
34,60,3201,0,1,1,0,1.0,1.0
34,61,3721,1,1,1,0,1.0,1.0
34,62,3624,1,1,0,0,0.0,0.0
34,63,2890,0,1,1,0,1.0,1.0
34,64,3401,0,1,1,0,1.0,1.0
35,1,2785,0,0,0,0,0.0,0.0
35,2,2976,0,0,0,0,0.0,0.0
35,3,2807,0,1,0,0,0.0,0.0
35,4,2808,0,1,0,0,0.0,0.0
35,5,3135,0,1,0,0,0.0,0.0
35,6,2954,0,1,0,0,0.0,0.0
35,7,2641,0,1,1,0,1.0,1.0
35,8,2922,0,1,1,0,1.0,1.0
35,9,3352,0,1,1,0,1.0,1.0
35,10,3603,1,1,1,0,1.0,1.0
35,11,2559,0,1,1,0,1.0,1.0
35,12,2730,0,1,1,0,1.0,1.0
35,13,2803,0,1,1,0,1.0,1.0
35,14,3015,0,0,0,0,0.0,0.0
35,15,3151,0,0,0,0,0.0,0.0
35,16,3051,0,1,1,0,1.0,1.0
35,17,2964,0,0,0,0,0.0,0.0
35,18,3086,0,1,1,0,1.0,1.0
35,19,3118,0,0,0,0,0.0,0.0
35,20,2893,0,0,0,0,0.0,0.0
35,21,2271,0,1,1,0,1.0,1.0
35,22,3238,0,1,1,0,1.0,1.0
35,23,3175,0,0,0,0,0.0,0.0
35,24,3059,0,0,0,0,0.0,0.0
35,25,3002,0,0,0,0,0.0,0.0
35,26,2769,0,1,1,0,1.0,1.0
35,27,2833,0,0,0,0,0.0,0.0
35,28,2625,0,0,0,0,0.0,0.0
35,29,1849,0,1,1,0,1.0,1.0
35,30,1972,0,1,1,0,1.0,1.0
35,31,2136,0,1,1,0,1.0,1.0
35,32,1418,0,1,1,0,1.0,1.0
35,33,3536,1,1,1,0,0.0,0.0
35,34,3612,1,0,0,0,0.0,0.0
35,35,3581,1,1,0,0,0.0,0.0
35,36,3561,1,0,0,0,0.0,0.0
35,37,3240,0,0,0,0,0.0,0.0
35,38,1812,0,1,1,0,1.0,1.0
35,39,1950,0,1,1,0,1.0,1.0
35,40,3045,0,1,1,0,1.0,1.0
35,41,3771,1,1,0,0,0.0,0.0
35,42,3682,1,1,1,0,1.0,1.0
35,43,3720,1,1,1,0,1.0,1.0
35,44,3590,1,0,0,0,0.0,0.0
35,45,3105,0,0,0,0,0.0,0.0
35,46,2635,0,1,1,0,1.0,1.0
35,47,2968,0,1,1,0,1.0,1.0
35,48,3004,0,1,0,0,0.0,0.0
35,49,2714,0,0,0,0,0.0,0.0
35,50,2858,0,0,0,0,0.0,0.0
35,51,2918,0,0,0,0,0.0,0.0
35,52,2791,0,0,0,0,0.0,0.0
35,53,2888,0,1,1,0,1.0,1.0
35,54,2600,0,1,1,0,1.0,1.0
35,55,1986,0,1,1,0,1.0,1.0
35,56,3207,0,1,1,0,1.0,1.0
35,57,3181,0,0,0,0,0.0,0.0
35,58,3224,0,1,1,0,1.0,1.0
35,59,3455,0,0,0,0,0.0,0.0
35,60,2918,0,0,0,0,0.0,0.0
35,61,3362,0,0,0,0,0.0,0.0
35,62,3407,0,0,0,0,0.0,0.0
35,63,3480,0,1,1,0,1.0,1.0
35,64,3246,0,1,1,0,1.0,1.0
36,1,2828,0,1,1,0,1.0,1.0
36,2,2606,0,1,1,0,1.0,1.0
36,3,3634,1,1,0,0,0.0,0.0
36,4,3771,1,1,1,0,1.0,1.0
36,5,3294,0,1,0,0,0.0,0.0
36,6,2712,0,1,1,0,1.0,1.0
36,7,3388,0,1,1,0,1.0,1.0
36,8,2250,0,1,1,0,1.0,1.0
36,9,2391,0,0,0,0,0.0,0.0
36,10,2818,0,1,1,0,1.0,1.0
36,11,2507,0,0,0,0,0.0,0.0
36,12,2898,0,1,0,0,0.0,0.0
36,13,3554,1,1,1,0,0.0,0.0
36,14,3504,1,0,0,0,0.0,0.0
36,15,3608,1,0,0,0,0.0,0.0
36,16,3617,1,0,0,0,0.0,0.0
36,17,2818,0,0,0,0,0.0,0.0
36,18,2819,0,0,0,0,0.0,0.0
36,19,2782,0,0,0,0,0.0,0.0
36,20,2974,0,1,1,0,1.0,1.0
36,21,3177,0,1,1,0,1.0,1.0
36,22,3341,0,1,0,0,0.0,0.0
36,23,3423,0,1,0,0,0.0,0.0
36,24,3157,0,1,1,0,1.0,1.0
36,25,3545,1,0,0,0,0.0,0.0
36,26,3366,0,0,0,0,0.0,0.0
36,27,3448,0,0,0,0,0.0,0.0
36,28,3603,1,0,0,0,0.0,0.0
36,29,3322,0,1,0,0,0.0,0.0
36,30,3095,0,1,1,0,1.0,1.0
36,31,2704,0,1,1,0,1.0,1.0
36,32,3508,1,1,0,0,0.0,0.0
36,33,2983,0,1,1,0,1.0,1.0
36,34,3490,0,1,1,0,1.0,1.0
36,35,3393,0,0,0,0,0.0,0.0
36,36,3197,0,1,1,0,1.0,1.0
36,37,3394,0,0,0,0,0.0,0.0
36,38,3488,0,1,1,0,1.0,1.0
36,39,3440,0,0,0,0,0.0,0.0
36,40,3507,1,0,0,0,0.0,0.0
36,41,2638,0,1,1,0,1.0,1.0
36,42,3006,0,0,0,0,0.0,0.0
36,43,2953,0,0,0,0,0.0,0.0
36,44,3122,0,0,0,0,0.0,0.0
36,45,2575,0,1,1,0,1.0,1.0
36,46,2539,0,1,1,0,1.0,1.0
36,47,2822,0,1,1,0,1.0,1.0
36,48,2686,0,1,0,0,0.0,0.0
36,49,2676,0,0,0,0,0.0,0.0
36,50,2806,0,0,0,0,0.0,0.0
36,51,2811,0,0,0,0,0.0,0.0
36,52,3232,0,0,0,0,0.0,0.0
36,53,2929,0,0,0,0,0.0,0.0
36,54,3546,1,0,0,0,0.0,0.0
36,55,3202,0,0,0,0,0.0,0.0
36,56,2994,0,0,0,0,0.0,0.0
36,57,1753,0,1,1,0,1.0,1.0
36,58,2037,0,1,1,0,1.0,1.0
36,59,1400,0,1,1,0,1.0,1.0
36,60,2705,0,1,1,0,1.0,1.0
36,61,3590,1,0,0,0,0.0,0.0
36,62,3495,0,0,0,0,0.0,0.0
36,63,3561,1,0,0,0,0.0,0.0
36,64,3566,1,0,0,0,0.0,0.0
37,1,3086,0,1,1,0,1.0,1.0
37,2,3410,0,0,0,0,0.0,0.0
37,3,2971,0,0,0,0,0.0,0.0
37,4,3337,0,1,0,0,0.0,0.0
37,5,3059,0,0,0,0,0.0,0.0
37,6,3087,0,0,0,0,0.0,0.0
37,7,3221,0,0,0,0,0.0,0.0
37,8,3213,0,0,0,0,0.0,0.0
37,9,3087,0,0,0,0,0.0,0.0
37,10,1272,0,1,1,0,1.0,1.0
37,11,1790,0,1,1,0,1.0,1.0
37,12,1632,0,1,1,0,1.0,1.0
37,13,2753,0,1,1,0,1.0,1.0
37,14,3185,0,1,1,0,1.0,1.0
37,15,3046,0,1,1,0,1.0,1.0
37,16,3013,0,1,1,0,1.0,1.0
37,17,2981,0,1,1,0,1.0,1.0
37,18,3118,0,1,1,0,1.0,1.0
37,19,3064,0,1,0,0,0.0,0.0
37,20,3031,0,1,1,0,1.0,1.0
37,21,2860,0,0,0,0,0.0,0.0
37,22,3107,0,0,0,0,0.0,0.0
37,23,2936,0,0,0,0,0.0,0.0
37,24,3043,0,0,0,0,0.0,0.0
37,25,2447,0,1,1,0,1.0,1.0
37,26,4423,1,0,0,0,0.0,0.0
37,27,2139,0,1,1,0,1.0,1.0
37,28,2842,0,1,1,0,1.0,1.0
37,29,4255,1,0,0,0,0.0,0.0
37,30,4126,1,0,0,0,0.0,0.0
37,31,4207,1,0,0,0,0.0,0.0
37,32,4403,1,0,0,0,0.0,0.0
37,33,3714,1,0,0,0,0.0,0.0
37,34,3624,1,0,0,0,0.0,0.0
37,35,3800,1,0,0,0,0.0,0.0
37,36,3673,1,1,1,0,1.0,1.0
37,37,3418,0,1,0,0,0.0,0.0
37,38,3689,1,0,0,0,0.0,0.0
37,39,3625,1,0,0,0,0.0,0.0
37,40,3567,1,1,0,0,0.0,0.0
37,41,3217,0,1,0,0,0.0,0.0
37,42,3234,0,0,0,0,0.0,0.0
37,43,2351,0,1,1,0,1.0,1.0
37,44,2599,0,1,1,0,1.0,1.0
37,45,2998,0,1,1,0,1.0,1.0
37,46,2755,0,1,1,0,1.0,1.0
37,47,3426,0,1,1,0,1.0,1.0
37,48,3995,1,0,0,0,0.0,0.0
37,49,2712,0,1,1,0,1.0,1.0
37,50,2747,0,1,1,0,1.0,1.0
37,51,3626,1,1,1,0,1.0,1.0
37,52,3029,0,1,1,0,1.0,1.0
37,53,4262,1,0,0,0,0.0,0.0
37,54,4215,1,0,0,0,0.0,0.0
37,55,4010,1,1,1,0,1.0,1.0
37,56,3652,1,1,1,0,1.0,1.0
37,57,2310,0,1,1,0,1.0,1.0
37,58,1664,0,1,1,0,1.0,1.0
37,59,2397,0,1,1,0,1.0,1.0
37,60,2227,0,1,1,0,1.0,1.0
37,61,3532,1,1,0,0,0.0,0.0
37,62,3596,1,0,0,0,0.0,0.0
37,63,2643,0,1,1,0,0.0,0.0
37,64,2478,0,1,1,0,0.0,0.0
38,1,3489,0,1,0,0,0.0,0.0
38,2,3239,0,1,1,0,1.0,1.0
38,3,3238,0,0,0,0,0.0,0.0
38,4,3153,0,0,0,0,0.0,0.0
38,5,3249,0,0,0,0,0.0,0.0
38,6,3345,0,0,0,0,0.0,0.0
38,7,3397,0,0,0,0,0.0,0.0
38,8,3524,1,0,0,0,0.0,0.0
38,9,3307,0,1,1,0,1.0,1.0
38,10,2739,0,1,1,0,1.0,1.0
38,11,3324,0,0,0,0,0.0,0.0
38,12,3004,0,1,1,0,1.0,1.0
38,13,3210,0,1,1,0,1.0,1.0
38,14,2924,0,1,1,0,1.0,1.0
38,15,3107,0,0,0,0,0.0,0.0
38,16,3164,0,0,0,0,0.0,0.0
38,17,2527,0,0,0,0,0.0,0.0
38,18,2628,0,1,1,0,1.0,1.0
38,19,2743,0,0,0,0,0.0,0.0
38,20,2800,0,1,1,0,1.0,1.0
38,21,2737,0,1,1,0,1.0,1.0
38,22,2628,0,1,1,0,1.0,1.0
38,23,3402,0,1,1,0,1.0,1.0
38,24,2691,0,1,1,0,1.0,1.0
38,25,3075,0,1,1,0,1.0,1.0
38,26,3054,0,0,0,0,0.0,0.0
38,27,3204,0,1,0,0,0.0,0.0
38,28,2816,0,1,1,0,1.0,1.0
38,29,3139,0,1,0,0,0.0,0.0
38,30,3040,0,1,1,0,1.0,1.0
38,31,3066,0,1,0,0,0.0,0.0
38,32,3232,0,1,0,0,0.0,0.0
38,33,3522,1,0,0,0,0.0,0.0
38,34,3779,1,0,0,0,0.0,0.0
38,35,3613,1,0,0,0,0.0,0.0
38,36,3787,1,0,0,0,0.0,0.0
38,37,2754,0,0,0,0,0.0,0.0
38,38,2681,0,0,0,0,0.0,0.0
38,39,2786,0,0,0,0,0.0,0.0
38,40,2604,0,0,0,0,0.0,0.0
38,41,2737,0,0,0,0,0.0,0.0
38,42,2836,0,0,0,0,0.0,0.0
38,43,2704,0,0,0,0,0.0,0.0
38,44,2688,0,0,0,0,0.0,0.0
38,45,2021,0,1,1,0,1.0,1.0
38,46,2493,0,1,1,0,1.0,1.0
38,47,1578,0,1,1,0,1.0,1.0
38,48,1707,0,1,1,0,1.0,1.0
38,49,3253,0,0,0,0,0.0,0.0
38,50,3647,1,0,0,0,0.0,0.0
38,51,3477,0,0,0,0,0.0,0.0
38,52,3596,1,0,0,0,0.0,0.0
38,53,4442,1,0,0,0,0.0,0.0
38,54,4651,1,0,0,0,0.0,0.0
38,55,4646,1,0,0,0,0.0,0.0
38,56,4550,1,0,0,0,0.0,0.0
38,57,4596,1,0,0,0,0.0,0.0
38,58,4450,1,0,0,0,0.0,0.0
38,59,4523,1,0,0,0,0.0,0.0
38,60,4460,1,0,0,0,0.0,0.0
38,61,1289,0,1,1,0,1.0,1.0
38,62,2675,0,1,1,0,1.0,1.0
38,63,2024,0,1,1,0,1.0,1.0
38,64,1056,0,1,1,0,1.0,1.0
39,1,2236,0,1,1,0,1.0,1.0
39,2,2044,0,1,1,0,1.0,1.0
39,3,3948,1,0,0,0,0.0,0.0
39,4,2038,0,1,1,0,1.0,1.0
39,5,3244,0,1,1,0,0.0,0.0
39,6,3006,0,0,0,0,0.0,0.0
39,7,2013,0,1,1,0,1.0,1.0
39,8,2970,0,1,1,0,1.0,1.0
39,9,3479,0,0,0,0,0.0,0.0
39,10,3583,1,0,0,0,0.0,0.0
39,11,3493,0,0,0,0,0.0,0.0
39,12,3497,0,0,0,0,0.0,0.0
39,13,3590,1,1,1,0,1.0,1.0
39,14,2933,0,1,1,0,1.0,1.0
39,15,3364,0,1,1,0,1.0,1.0
39,16,3711,1,1,0,0,0.0,0.0
39,17,2899,0,0,0,0,0.0,0.0
39,18,3023,0,0,0,0,0.0,0.0
39,19,3243,0,0,0,0,0.0,0.0
39,20,3002,0,1,1,0,1.0,1.0
